iter	MultiClass
138	1.344898338
139	1.344326206
140	1.34380739
141	1.343211603
142	1.342615478
143	1.341948122
144	1.341309225
145	1.340625951
146	1.339864402
147	1.33937498
148	1.338792161
149	1.337851868
150	1.337173452
151	1.33648748
152	1.33589799
153	1.335306987
154	1.334557818
155	1.333987997
156	1.333420511
157	1.332839186
158	1.332341983
159	1.331723704
160	1.331065649
161	1.330463622
162	1.330001003
163	1.329608095
164	1.329021087
165	1.328490045
166	1.327892424
167	1.327345141
168	1.326659353
169	1.326048092
170	1.325541542
171	1.325108518
172	1.324585046
173	1.324105547
174	1.323543177
175	1.322830266
176	1.322327035
177	1.321814992
178	1.321307495
179	1.320728628
180	1.320242648
181	1.319631706
182	1.319119358
183	1.31862061
184	1.318076221
185	1.317618869
186	1.317285098
187	1.316929742
188	1.316107798
189	1.315664729
190	1.315158145
191	1.314644214
192	1.314163097
193	1.313614963
194	1.313236827
195	1.31272675
196	1.312335295
197	1.311929846
198	1.311479172
199	1.311064631
200	1.310612247
201	1.310145109
202	1.309820771
203	1.309398314
204	1.308969161
205	1.308456314
206	1.308116398
207	1.307639981
208	1.307084892
209	1.306729785
210	1.306318994
211	1.305908809
212	1.305397643
213	1.304945102
214	1.304588922
215	1.304218102
216	1.303795819
217	1.303229409
218	1.302633691
219	1.302161272
220	1.301572938
221	1.301072044
222	1.300741064
223	1.300366905
224	1.299851372
225	1.299292102
226	1.298900509
227	1.298466593
228	1.298055613
229	1.297721399
230	1.297436682
231	1.297069777
232	1.29661514
233	1.296291354
234	1.29588536
235	1.295541368
236	1.295111947
237	1.294676219
238	1.294309917
239	1.293893096
240	1.293128597
241	1.292760556
242	1.292404559
243	1.291854239
244	1.291483293
245	1.291122254
246	1.290710281
247	1.290527386
248	1.290227338
249	1.289692906
250	1.289438507
251	1.289097205
252	1.288748614
253	1.288271695
254	1.287948162
255	1.2875554
256	1.28724505
257	1.286920005
258	1.286664603
259	1.28625102
260	1.285923695
261	1.285527819
262	1.285132481
263	1.284834077
264	1.284527731
265	1.284050201
266	1.283759245
267	1.283502638
268	1.28324592
269	1.282958633
270	1.28253446
271	1.282252466
272	1.281870508
273	1.281568787
274	1.281347577
275	1.281011497
276	1.28068271
277	1.280229472
278	1.279874678
279	1.27947915
280	1.279230039
281	1.27887261
282	1.278508748
283	1.278196214
284	1.277696808
285	1.277443163
286	1.277141659
287	1.276870758
288	1.276585917
289	1.276217172
290	1.27573403
291	1.275436226
292	1.274996672
293	1.27467351
294	1.274423004
295	1.273875483
296	1.273566054
297	1.273261916
298	1.27292901
299	1.272652741
300	1.272282464
301	1.272069313
302	1.271819164
303	1.271539729
304	1.271284569
305	1.270984382
306	1.270588235
307	1.270423815
308	1.270173452
309	1.269844523
310	1.269415005
311	1.269177343
312	1.26869054
313	1.26833953
314	1.267887879
315	1.267656518
316	1.267472452
317	1.267239687
318	1.267000484
319	1.266711901
320	1.266520917
321	1.266360766
322	1.266059566
323	1.265662983
324	1.265424252
325	1.265126849
326	1.264865612
327	1.264681612
328	1.26450381
329	1.264246051
330	1.263939635
331	1.2635672
332	1.263354209
333	1.262988434
334	1.26275588
335	1.262490956
336	1.262097108
337	1.261821065
338	1.26155428
339	1.261245606
340	1.26091259
341	1.260628353
342	1.260394462
343	1.260186147
344	1.259966415
345	1.259732345
346	1.259510104
347	1.25924325
348	1.259012252
349	1.258722144
350	1.258355212
351	1.258128207
352	1.257847829
353	1.257451615
354	1.257150014
355	1.256952477
356	1.256780817
357	1.256592481
358	1.256314614
359	1.256053708
360	1.255757363
361	1.255526326
362	1.25531691
363	1.255170019
364	1.2549437
365	1.254622887
366	1.254331587
367	1.254169913
368	1.254020584
369	1.253855079
370	1.253541372
371	1.253087842
372	1.252759801
373	1.252501438
374	1.252380949
375	1.252113593
376	1.251977412
377	1.251739792
378	1.251566209
379	1.251322906
380	1.25109685
381	1.250960943
382	1.250695911
383	1.250509805
384	1.250233723
385	1.249980731
386	1.249710468
387	1.249429863
388	1.249278487
389	1.248923007
390	1.248502254
391	1.248314821
392	1.248043839
393	1.247798472
394	1.247432441
395	1.247227821
396	1.246905712
397	1.24667344
398	1.24638403
399	1.246033906
400	1.245834385
401	1.245509042
402	1.245145021
403	1.24493579
404	1.244749283
405	1.244580899
406	1.244386777
407	1.244120742
408	1.243896409
409	1.243672863
410	1.243483142
411	1.243255554
412	1.243048421
413	1.242875048
414	1.242699239
415	1.242398954
416	1.241939064
417	1.241631028
418	1.241429871
419	1.241161572
420	1.241003219
421	1.240746391
422	1.240580308
423	1.240416017
424	1.240239997
425	1.240117606
426	1.239899449
427	1.239666155
428	1.239475045
429	1.239167151
430	1.23892901
431	1.238775456
432	1.238470868
433	1.238364683
434	1.238074692
435	1.237695705
436	1.237520943
437	1.237276328
438	1.236921459
439	1.236722375
440	1.236547085
441	1.236401141
442	1.236304345
443	1.236107779
444	1.235936855
445	1.235775328
446	1.23561431
447	1.235482224
448	1.235334486
449	1.235192103
450	1.235085664
451	1.234850333
452	1.234485031
453	1.234369345
454	1.234181362
455	1.233944762
456	1.233780681
457	1.233577631
458	1.233406059
459	1.23321975
460	1.233023996
461	1.232743922
462	1.232633421
463	1.232405746
464	1.232261203
465	1.232130267
466	1.231971034
467	1.23164889
468	1.231559908
469	1.23139886
470	1.231266642
471	1.230941743
472	1.230649764
473	1.230447232
474	1.230143863
475	1.229872795
476	1.229652636
477	1.229519801
478	1.229361367
479	1.229187342
480	1.229010244
481	1.228708796
482	1.228504477
483	1.228339219
484	1.228165302
485	1.227973822
486	1.227789575
487	1.227655696
488	1.227486085
489	1.227374165
490	1.227281322
491	1.227112642
492	1.226921373
493	1.226786123
494	1.226628862
495	1.226505001
496	1.226335616
497	1.226195784
498	1.226054019
499	1.225894701
500	1.225539733
501	1.22531169
502	1.225101574
503	1.224911492
504	1.22482744
505	1.224597542
506	1.224453716
507	1.224356291
508	1.224213272
509	1.224105598
510	1.223941134
511	1.223725279
512	1.22341966
513	1.223262276
514	1.223193857
515	1.223047793
516	1.222902112
517	1.222779831
518	1.222624964
519	1.222383628
520	1.222296675
521	1.222213619
522	1.222014307
523	1.221755269
524	1.221662569
525	1.221478371
526	1.221282699
527	1.221176636
528	1.221073028
529	1.220808902
530	1.220634663
531	1.220502544
532	1.220393096
533	1.220154592
534	1.219993269
535	1.219876368
536	1.219683014
537	1.219488327
538	1.219337343
539	1.219164549
540	1.219057368
541	1.218850666
542	1.218549345
543	1.218385835
544	1.218206993
545	1.218071089
546	1.217943329
547	1.21769894
548	1.217506997
549	1.217388758
550	1.217202127
551	1.217074607
552	1.216869834
553	1.216716358
554	1.216575756
555	1.2164125
556	1.216212691
557	1.216126799
558	1.215985091
559	1.215813572
560	1.215717105
561	1.215518372
562	1.215412597
563	1.215295712
564	1.215158031
565	1.215006278
566	1.214854205
567	1.214644383
568	1.214546923
569	1.214447119
570	1.214297243
571	1.214171021
572	1.214042791
573	1.213813404
574	1.213685397
575	1.213503103
576	1.213308788
577	1.213168362
578	1.212980073
579	1.212860843
580	1.212693111
581	1.212553831
582	1.212388693
583	1.212323872
584	1.212216732
585	1.212099538
586	1.211922981
587	1.211716708
588	1.211626993
589	1.211521867
590	1.211383159
591	1.211235348
592	1.211164262
593	1.210994347
594	1.210743075
595	1.210430475
596	1.210224382
597	1.209957371
598	1.209818756
599	1.209714796
600	1.209496576
601	1.209315558
602	1.209081527
603	1.208920533
604	1.208688191
605	1.208516603
606	1.208333187
607	1.208173701
608	1.208041883
609	1.207914004
610	1.207826993
611	1.207632118
612	1.207550413
613	1.207427428
614	1.207308326
615	1.207140206
616	1.206949292
617	1.206809745
618	1.206661425
619	1.206572952
620	1.206446049
621	1.206249425
622	1.206153043
623	1.205835618
624	1.205684485
625	1.205555
626	1.205435954
627	1.205266529
628	1.205188484
629	1.205002362
630	1.204858983
631	1.204701099
632	1.204522421
633	1.204414917
634	1.204240622
635	1.204124699
636	1.204015276
637	1.203854053
638	1.203741559
639	1.203544392
640	1.20342579
641	1.203252115
642	1.203127478
643	1.202969576
644	1.202855792
645	1.202446049
646	1.20226624
647	1.202112397
648	1.202023603
649	1.201933664
650	1.201729115
651	1.201563769
652	1.201440759
653	1.201311834
654	1.201209524
655	1.201101617
656	1.20093437
657	1.200805283
658	1.200723561
659	1.200589492
660	1.200415393
661	1.200111389
662	1.199932567
663	1.199686362
664	1.19957282
665	1.199431351
666	1.199274806
667	1.199171998
668	1.199124267
669	1.198946702
670	1.198799074
671	1.198388841
672	1.198306249
673	1.198171048
674	1.198058009
675	1.197915542
676	1.197718472
677	1.197577915
678	1.197397519
679	1.197245771
680	1.197179989
681	1.197062088
682	1.19673949
683	1.196657543
684	1.196553179
685	1.196449009
686	1.196299602
687	1.196113934
688	1.195925109
689	1.19584577
690	1.195702408
691	1.195620406
692	1.195518905
693	1.195411379
694	1.195334763
695	1.195171176
696	1.194959537
697	1.194773425
698	1.194619239
699	1.194558662
700	1.19435957
701	1.194228422
702	1.194111577
703	1.193892053
704	1.193766926
705	1.193612666
706	1.193496309
707	1.193354468
708	1.193258341
709	1.193135693
710	1.193003387
711	1.19279895
712	1.192689852
713	1.19252804
714	1.192327915
715	1.192102702
716	1.191928144
717	1.191850322
718	1.191728021
719	1.19160683
720	1.191494105
721	1.191431784
722	1.191269689
723	1.191142032
724	1.191011981
725	1.190920657
726	1.19083609
727	1.190705301
728	1.190543537
729	1.190431336
730	1.190347045
731	1.190248137
732	1.190142305
733	1.190071239
734	1.189863429
735	1.189752087
736	1.189625193
737	1.189413275
738	1.189304265
739	1.189151132
740	1.189044935
741	1.188962296
742	1.188850347
743	1.18877922
744	1.188691071
745	1.188420523
746	1.188288264
747	1.188171912
748	1.188054335
749	1.18799132
750	1.187857875
751	1.187772635
752	1.187511357
753	1.187386648
754	1.187236738
755	1.187129546
756	1.187026563
757	1.186890911
758	1.186751397
759	1.186675524
760	1.186552541
761	1.186409528
762	1.186255333
763	1.186149579
764	1.186076476
765	1.185945998
766	1.185843957
767	1.185725309
768	1.185586061
769	1.18548349
770	1.185389115
771	1.185251314
772	1.185165122
773	1.185058019
774	1.184978604
775	1.184914732
776	1.18483683
777	1.184666574
778	1.184548712
779	1.184479825
780	1.184398059
781	1.184329818
782	1.184263333
783	1.184179767
784	1.183948432
785	1.183897216
786	1.183801718
787	1.183700321
788	1.183588291
789	1.183438207
790	1.183186972
791	1.182972337
792	1.182837762
793	1.182711033
794	1.182631615
795	1.182516557
796	1.182412658
797	1.182249138
798	1.182183819
799	1.181965547
800	1.181739977
801	1.181577883
802	1.18147476
803	1.181392025
804	1.18131897
805	1.181181273
806	1.181075693
807	1.1809245
808	1.180847372
809	1.18076816
810	1.180571338
811	1.180455197
812	1.180349608
813	1.180274515
814	1.180150959
815	1.180057792
816	1.179911547
817	1.1798077
818	1.179746986
819	1.179654725
820	1.179534109
821	1.179467328
822	1.179306965
823	1.179246015
824	1.179126051
825	1.179033006
826	1.178952481
827	1.178850074
828	1.178740342
829	1.178647486
830	1.178478917
831	1.178378594
832	1.178166937
833	1.178077686
834	1.177988074
835	1.177832949
836	1.177758819
837	1.177581207
838	1.177552926
839	1.177478722
840	1.17735478
841	1.177248146
842	1.17709728
843	1.177036994
844	1.176919444
845	1.176800234
846	1.176690585
847	1.176597627
848	1.176504852
849	1.176400792
850	1.176288339
851	1.176144656
852	1.17601487
853	1.175932377
854	1.175805741
855	1.175665539
856	1.17555818
857	1.175485615
858	1.175392945
859	1.175251014
860	1.175160235
861	1.175086525
862	1.17497989
863	1.174882591
864	1.174801333
865	1.174661457
866	1.174593209
867	1.174464958
868	1.174395321
869	1.174295951
870	1.174125469
871	1.173998953
872	1.173928014
873	1.173785975
874	1.173659714
875	1.173565943
876	1.173481246
877	1.173348691
878	1.173225878
879	1.173122008
880	1.17297507
881	1.172877076
882	1.172778778
883	1.172705502
884	1.172640094
885	1.172434334
886	1.172327781
887	1.17221197
888	1.172100234
889	1.172011047
890	1.17185781
891	1.171764858
892	1.171713493
893	1.171524316
894	1.171392814
895	1.171279947
896	1.171163865
897	1.171008731
898	1.170912725
899	1.170803422
900	1.170754786
901	1.170666206
902	1.1705504
903	1.170387455
904	1.170276942
905	1.170056656
906	1.169929993
907	1.169847184
908	1.169747971
909	1.169637606
910	1.169558608
911	1.169422725
912	1.169246331
913	1.169161944
914	1.16900995
915	1.168859849
916	1.16870235
917	1.16852561
918	1.168440958
919	1.168324482
920	1.168128589
921	1.168029878
922	1.167888178
923	1.167821978
924	1.167685359
925	1.167632667
926	1.167496882
927	1.167337144
928	1.167269401
929	1.167194591
930	1.167148499
931	1.167029503
932	1.166911275
933	1.166791551
934	1.166688047
935	1.166515633
936	1.166398062
937	1.166347701
938	1.166266359
939	1.166188773
940	1.166123931
941	1.166019769
942	1.165948354
943	1.16587006
944	1.165822302
945	1.165742062
946	1.16568819
947	1.165609893
948	1.165496943
949	1.165386205
950	1.165302081
951	1.165185059
952	1.165055997
953	1.164983985
954	1.164887238
955	1.164747625
956	1.164584917
957	1.164402096
958	1.164358828
959	1.164208213
960	1.16415626
961	1.163997452
962	1.163757133
963	1.163631366
964	1.163472181
965	1.163360029
966	1.163292095
967	1.163164359
968	1.163102007
969	1.16300961
970	1.162928144
971	1.16284608
972	1.16275586
973	1.162638426
974	1.162519292
975	1.162408851
976	1.162323001
977	1.162282054
978	1.162235822
979	1.162103026
980	1.162021118
981	1.161937253
982	1.161838885
983	1.161777216
984	1.16165481
985	1.161526823
986	1.161405329
987	1.161284449
988	1.161174507
989	1.160999913
990	1.160895509
991	1.160822863
992	1.160777514
993	1.160674628
994	1.160614085
995	1.160511658
996	1.160431828
997	1.160221706
998	1.160005698
999	1.159924975
